"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-103.40223,37.79349,0.275,0.172,0.131,0.075,0.024,0.034,0.014,0.8,47.4,3.8,16,9.2,6.34,24.3,15,1.31,5.5,9.2,34.2,3.7,0.9,7.3,0.3,1.8,38,0.4,10.4
-103.2222,37.80752,0.315,0.121,0.171,0.118,0.035,0.044,0.015,1.1,50.9,6,22,10.8,7.83,25.3,17,0.92,6.3,11.6,48.4,5.2,1,7.3,0.4,1.8,41,0.6,12.1
-103.0164,37.84867,0.429,0.098,0.165,0.126,0.029,0.026,0.024,1.6,71.2,10.2,36,13.9,10.6,35,34,1,8.1,18,62.2,7.5,1.5,10.3,0.4,2.9,54,0.6,16.1
-102.74773,37.7743,0.517,0.325,0.237,0.234,0.083,0.079,0.024,1.8,70.9,9.3,35,20.4,13.2,35.1,26,2.41,11.5,21.1,88.9,7.9,1.5,12.1,0.6,2.6,80,1,21.8
-102.62912,37.78896,0.433,0.2,0.21,0.176,0.047,0.062,0.018,1.4,63.9,7.5,26,12.9,10.8,32.1,23,1.12,7.3,15.7,72.2,6.6,1.2,9.1,0.5,2.3,56,0.8,15.8
-102.11029,37.77478,0.551,0.139,0.239,0.242,0.069,0.096,0.023,1.6,86.9,8.1,34,16,13,42.4,23,0.93,10.9,16.8,91.8,7.8,1.5,13.9,0.6,2.4,67,1,20.2
-108.82481,37.712,0.686,0.243,0.201,0.124,0.063,0.024,0.02,2.3,58.9,7.3,27,10.5,14.4,32.1,39,0.82,9,16.2,67.1,7.6,1.6,11.1,0.5,2.3,51,0.7,14.6
-108.36436,37.7478,0.549,0.095,0.251,0.223,0.06,0.085,0.023,1.5,58.1,9.3,39,25.3,12.4,29.1,37,2.23,7.9,19.6,93.8,7.9,1.2,9.9,0.6,2.9,97,0.8,16.8
-108.24221,37.72372,0.506,0.056,0.214,0.192,0.065,0.066,0.019,1.8,63.1,8.1,35,18.1,11.5,31.9,28,0.49,6.6,16.3,78.7,7.6,1.2,9,0.4,1.9,49,0.6,13
-107.95597,37.77983,0.639,0.115,0.301,0.201,0.089,0.086,0.027,1.7,57.2,9.9,41,25.3,13.3,28.9,41,1.88,9.1,16.8,93.5,10,1.6,8.9,0.6,2.9,101,1.3,18.3
-107.12649,37.78882,0.689,0.142,0.288,0.3,0.037,0.173,0.029,2,83.9,8.1,26,14.3,16,42.9,19,1.53,15.1,11,112,7.9,1.9,14.9,0.5,3.7,64,1.1,22.8
-107.01043,37.76466,0.669,0.178,0.398,0.267,0.052,0.199,0.048,1.6,69.5,11.6,22,18,16.2,35,23,1.59,15.1,10.2,77.6,7.8,1.5,9.8,0.4,2.6,111,1.2,19.7
-106.57429,37.77362,0.73,0.146,0.321,0.271,0.057,0.152,0.04,1.9,103,12.2,22,20.6,16.5,48.5,21,1.13,16.6,11,93,8.6,1.7,12.6,0.4,3,80,1,20.9
-106.37158,37.79261,0.773,0.212,0.507,0.261,0.191,0.183,0.052,1.7,76.8,22.8,119,49.1,18.5,39.5,16,0.89,9.6,58.1,61.6,15.5,1.3,4.8,0.2,1.2,162,0.5,18.5
-105.50712,37.74152,0.811,0.21,0.271,0.287,0.042,0.246,0.028,1.8,82.3,8.1,22,12.3,17.8,42.7,14,1,12.8,8.2,85.4,6.7,1.4,10.9,0.4,2.6,73,0.7,18.9
-105.18648,37.78324,0.572,0.16,0.256,0.254,0.068,0.128,0.023,1.6,54.1,8.5,29,18.9,13.3,26.7,14,0.47,8.2,13.8,72.1,8.9,1,5.5,0.3,1.6,63,0.5,17.4
-104.10227,37.73929,0.428,2.08,0.191,0.118,0.056,0.049,0.018,1.3,43.4,6.5,31,22.6,8.99,22.6,19,6.96,6.5,26.4,57.3,6.4,1,7.6,0.8,4,85,0.5,13.6
-108.82228,37.68158,0.554,0.065,0.187,0.179,0.063,0.051,0.023,1.7,56.9,6.3,31,16.5,12,29.6,31,0.99,8.7,13.2,72.1,7.3,1.5,9.4,0.5,2.3,50,1.1,16.7
-108.03033,37.69753,0.514,0.066,0.395,0.195,0.082,0.076,0.018,2.1,68,11.9,53,464,14.4,39.4,32,8.37,8.8,32.6,90.9,8.5,62.9,8,0.9,2.9,62,5.5,24.1
-107.69762,37.73676,0.498,0.038,0.168,0.213,0.022,0.135,0.016,1.3,37.6,5,26,17.7,12.4,18.6,17,0.5,6.8,7.7,86.7,4.1,1.1,7.2,0.4,2.3,45,0.9,7.2
-107.24908,37.72626,0.724,0.193,0.329,0.238,0.056,0.181,0.034,1.7,79.8,10.6,17,16.4,17.5,39,19,1.53,12.9,10.7,87.3,9.8,1.5,9.9,0.5,2.9,79,0.9,20.6
-106.41463,37.72133,0.902,0.283,0.33,0.285,0.091,0.204,0.033,1.7,69.5,13.4,42,18.2,17.1,39.2,16,1.07,11.6,19.8,95.5,9.1,1.3,8.6,0.3,2.1,88,0.8,18
-105.78886,37.73619,0.769,0.358,0.173,0.37,0.046,0.273,0.019,2,73.7,4.3,8,7.1,16.5,40.6,14,0.97,11.8,4.1,97.2,5.2,1.1,10.7,0.4,2.9,39,0.9,20
-105.69115,37.66368,0.652,0.223,0.137,0.35,0.033,0.276,0.018,1.9,59.7,3.7,7,8.1,15.8,34.1,14,0.87,11.4,4,82.9,4.4,0.8,10.2,0.4,2.8,27,0.8,16.5
-104.88453,37.72585,0.727,0.205,0.299,0.237,0.058,0.175,0.035,1.9,64.9,10.2,32,20.1,16.3,32.3,19,1.01,10.9,14.3,75.1,8.9,1.5,8.8,0.5,2.1,86,0.8,18.9
-104.82098,37.7192,0.919,0.123,0.339,0.185,0.113,0.064,0.034,2.5,70.9,13.2,75,38.3,20.9,37.4,71,1.33,11.6,33.9,116,12.7,2.2,12.8,0.9,4.2,186,1.4,19.5
-104.52654,37.72952,0.685,0.26,0.284,0.232,0.074,0.069,0.025,2,66.5,8.2,44,20.2,16.1,33,36,3.26,12.5,23.5,93.7,9.5,2,11.5,0.7,3.4,91,1,18.3
-104.43005,37.76695,0.648,0.531,0.256,0.239,0.07,0.128,0.031,1.7,66.6,8.8,38,21,14.6,34.2,21,2.96,11.6,21.2,86.7,8.9,1.4,10.6,0.6,3,95,1.1,21.3
-103.784,37.73102,0.412,1.59,0.19,0.154,0.052,0.07,0.018,1.3,58.6,8.1,25,13.9,9.02,31,18,1.17,10.1,15.7,61.2,5.4,1.1,9,0.4,2.3,69,0.7,20.1
-102.54762,37.6654,0.556,0.291,0.209,0.194,0.074,0.068,0.018,1.5,67.4,7.9,35,15.6,12,34.7,23,1.24,10.4,17.1,87.3,7.2,1.4,11.2,0.6,2.4,62,0.8,17
-102.38284,37.68755,0.405,0.188,0.163,0.215,0.039,0.074,0.015,1.2,48.4,5.3,19,13,9.12,25,14,1.2,7.3,13.2,76.4,4.1,1.2,8.3,0.4,2,45,0.5,12.9
-102.21933,37.68671,0.593,0.092,0.236,0.248,0.065,0.085,0.023,1.5,91,9.7,39,18.1,14.4,41.7,23,1.06,12.1,20.3,95.8,7.5,1.7,14.6,0.7,2.4,72,1,19.4
-107.88419,37.6322,0.604,0.058,0.247,0.255,0.066,0.115,0.02,1.5,83.2,8.7,39,21.9,14.5,40.4,43,0.27,11.3,16.8,89.7,7.7,1.6,10.4,0.5,2.1,48,0.6,13.6
-106.99881,37.72897,0.8,0.196,0.311,0.158,0.064,0.194,0.039,2.1,68.6,10.4,22,23.7,18.1,35.8,28,1.4,9.7,9.5,111,9.3,1.7,10.2,0.7,4.1,90,0.8,18.8
-106.1099,37.67619,0.801,0.175,0.493,0.273,0.046,0.201,0.042,1.9,85.9,13.2,19,14.9,18.2,45.7,16,1.52,14,9.3,91.1,8.1,2,11.6,0.5,3.8,129,0.8,23.3
-104.16065,37.67342,0.371,2.19,0.186,0.122,0.053,0.029,0.015,1.1,38.6,6.7,38,25.1,7.54,20,19,12.1,7.2,34.8,49.3,6.1,1.2,6.9,0.9,5.3,119,0.6,15.9
-104.07745,37.67405,0.6,0.628,0.242,0.201,0.068,0.1,0.023,1.6,75.6,8.5,32,14.9,12,38.8,20,2.35,10.2,17,81.9,7.2,1.3,11.3,0.6,3,70,0.7,20
-103.62036,37.67751,0.393,0.249,0.181,0.145,0.045,0.062,0.019,1.4,61.9,6.2,23,13.2,9.69,31.9,17,1.45,9.2,12.7,61.4,6,1.1,9.6,0.4,2.3,57,0.8,14.7
-103.30595,37.64398,0.505,0.435,0.205,0.203,0.076,0.077,0.023,1.6,68.8,7.5,28,15.5,11,34.8,24,1.42,9.6,13.8,78.1,7.3,1.4,10.4,0.5,3.2,67,0.9,21.3
-103.075,37.65528,0.501,0.14,0.21,0.165,0.05,0.064,0.015,1.4,64.9,7.1,29,13,10.2,32.5,18,1.34,6.8,15.8,71.6,5.9,1.2,9.8,0.5,2.2,55,0.5,14.5
-102.7557,37.67269,0.561,0.215,0.295,0.224,0.09,0.077,0.025,1.8,85.9,9.9,33,22,15,42.4,27,1.21,10.8,21.7,99.3,9.4,1.6,13.3,0.7,2.4,86,1,22.1
-108.85251,37.58838,0.453,0.056,0.171,0.233,0.06,0.073,0.022,1.3,43.7,5.2,29,16.7,9.18,22.6,26,0.52,8.1,13.2,77.1,5.5,1.1,7.4,0.4,1.6,47,0.7,13.1
-108.73553,37.60278,0.604,0.103,0.21,0.149,0.053,0.033,0.019,1.7,63.1,4.4,22,10.5,15.1,33.1,40,1.77,10.3,9.4,64.3,6.9,1.8,11.9,0.5,2.6,40,2.4,13.7
-108.35715,37.5896,0.472,0.076,0.159,0.182,0.057,0.029,0.017,1.6,43.2,5.9,23,21.1,9.75,22.3,37,0.56,7,9.7,73,6.3,1.3,6.6,0.5,1.7,45,0.7,14.1
-108.29462,37.5779,0.442,0.333,0.145,0.206,0.103,0.082,0.017,1.4,40.2,5.9,30,13.5,8.72,20.2,25,0.32,4.1,14.4,71.1,6,1.1,6.1,0.4,1.5,37,0.7,11.3
-107.80965,37.62784,0.492,0.078,0.205,0.166,0.045,0.102,0.021,1.3,46.4,6.9,28,19.3,10.1,21.6,29,0.81,7.1,11.7,64.9,5.1,1.1,7.8,0.4,2.3,49,0.6,9.7
-106.71359,37.60957,0.783,0.193,0.345,0.258,0.063,0.193,0.041,2.3,83.8,11.7,17,17.6,17.9,41.8,19,1.49,14.7,9.6,88.9,9.6,1.8,10.2,0.4,3.9,90,1.1,26.3
-105.80122,37.63403,0.81,0.206,0.284,0.349,0.041,0.256,0.03,1.6,87.7,7.5,13,10.4,18.2,44.8,14,1.12,13.5,6.1,95.3,6.4,2.9,12.5,0.5,3,70,0.9,18.9
-105.60043,37.62108,0.827,0.27,0.353,0.273,0.092,0.284,0.035,1.8,55.3,10.6,25,22.9,16.6,29.7,17,0.67,11.7,14.5,61.7,10.3,1.1,6.8,0.4,1.8,99,0.9,17.4
-105.00032,37.64273,0.578,0.077,0.197,0.255,0.024,0.146,0.022,1.5,52.6,7.3,22,11.1,11.6,26.8,10,0.73,8,10,76.5,5.6,0.8,6.5,0.4,1.5,50,0.4,14.5
-104.81911,37.64494,0.635,0.09,0.231,0.199,0.031,0.13,0.028,1.3,48.7,7.3,29,13.4,12.4,24,12,0.81,9.8,11.6,67,5.8,1.6,6.4,0.5,1.9,58,0.5,12.5
-104.55527,37.63145,0.588,0.447,0.265,0.263,0.065,0.147,0.031,1.6,65.4,7.7,36,20.2,12.4,33.9,20,1.44,11.3,19.8,77.3,7.2,1.4,9.8,0.5,2.2,90,0.7,22.7
-103.50209,37.58928,0.574,0.141,0.27,0.221,0.087,0.103,0.028,1.8,75.9,9.5,38,20.1,14,37.1,29,1.63,12.2,20.1,87.8,8.3,1.6,11.8,0.6,2.5,80,1,22.2
-102.06489,37.56186,0.476,0.151,0.2,0.207,0.051,0.075,0.019,1.5,62.6,6.9,25,14.3,11.5,31.7,18,1.08,8.5,14.8,85.6,6.8,1.4,11.4,0.5,2.2,58,0.8,17.6
-107.18128,37.77038,0.725,0.17,0.294,0.279,0.055,0.186,0.027,2.1,88.9,8,16,15.2,16.7,43.1,28,1.49,14.8,7.7,105,8.5,1.6,13.7,0.7,4.3,60,1.5,22.5
-107.03526,37.65258,0.83,0.172,0.334,0.347,0.045,0.255,0.041,2.5,80,9.5,13,14.5,19.6,39.6,16,1.81,15.9,6.5,106,7.8,2,10.9,0.6,3.6,82,1.3,21.5
-106.44498,37.60216,0.928,0.307,0.374,0.193,0.077,0.222,0.03,1.4,57.8,11.7,19,14.4,17.8,30.2,16,0.59,8.5,10.3,48.9,7.7,1.3,4.9,0.2,1.2,73,0.5,15.4
-106.20133,37.58886,0.818,0.223,0.372,0.245,0.083,0.214,0.034,1.9,71,12.7,20,17.1,18,35.6,22,0.92,10.9,12,78.4,9.6,1.3,8.8,0.4,1.9,96,0.9,20.7
-105.2637,37.58267,0.732,0.13,0.328,0.273,0.112,0.204,0.029,2.4,70.2,11.2,42,25,16.2,36,33,1.24,12.2,18.3,88.4,10.4,1.6,8.4,0.5,3.1,81,2.2,22.3
-104.10017,37.63053,0.701,0.63,0.271,0.208,0.084,0.065,0.024,1.9,69.6,9.3,43,20.5,14.2,35.1,33,3.52,10.3,23.7,94.8,9.2,1.7,11.5,0.8,3.3,91,0.8,17.7
-103.50733,37.56216,0.558,0.316,0.262,0.212,0.09,0.096,0.027,1.7,80,9.4,36,19.8,13.6,39.7,30,1.48,11.9,19.2,86.3,8,1.5,12.6,0.6,2.5,83,0.9,22.3
-103.33031,37.55482,0.294,0.134,0.128,0.099,0.032,0.037,0.015,0.8,59.2,4.7,23,9.2,7.42,29.2,16,0.97,6.1,10.9,44.8,4.8,1.1,8.3,0.3,1.6,44,0.6,11.9
-102.621,37.5572,0.571,0.275,0.255,0.215,0.083,0.076,0.022,1.8,64.7,9,36,20.8,13.6,34.5,26,1.3,11.5,20.7,88.9,7.2,1.8,12,0.6,2.5,77,1,18.2
-102.40105,37.54232,0.522,0.124,0.189,0.224,0.05,0.062,0.015,1.4,58.2,7.2,24,14.4,10.8,29.7,18,0.99,7.2,15.1,83.6,6,1.2,9.1,0.6,2,54,0.6,14.3
-102.17415,37.55735,0.569,0.181,0.207,0.197,0.072,0.093,0.025,1.6,73.3,7.8,38,20.1,13.1,37,22,1.04,10.4,17.5,91.5,7.5,1.4,13.2,0.6,2.5,69,0.8,18.7
-107.53396,37.46644,0.409,0.151,0.221,0.146,0.058,0.047,0.017,1.3,42.2,8.3,29,25,9.87,20.8,25,0.89,7.4,15,65,6.7,1.5,6.9,0.3,3.2,47,0.8,12.1
-105.31474,37.51156,0.681,0.215,0.377,0.238,0.109,0.206,0.039,2.1,87.5,13.5,50,22.9,17,41,26,1.47,11.4,30.5,79.4,13.5,1.6,8.7,0.4,3.1,91,0.8,26.1
-105.01995,37.54417,0.57,0.181,0.234,0.249,0.038,0.173,0.019,1.5,43.9,6.3,17,13.6,12.9,22.5,16,0.63,10.3,10.5,67.1,4.8,1.1,5.1,0.3,1.3,58,0.7,12.7
-104.02332,37.55818,0.591,0.524,0.26,0.204,0.08,0.074,0.025,1.9,77.6,10.1,27,20.4,15.8,37.6,29,4.79,10.6,25.4,102,10,1.8,12,0.8,3.1,94,0.9,20.6
-103.13682,37.51274,0.591,0.117,0.249,0.221,0.07,0.089,0.028,2,83.1,10.1,43,19.8,13.7,40.7,25,1.66,13.5,21.3,89.6,8.7,1.7,13.1,0.6,2.7,79,1.1,23.3
-102.8017,37.49857,0.498,0.257,0.225,0.269,0.069,0.076,0.023,1.4,57.6,7.1,38,19,11,29.9,22,1.35,10.5,18.6,87.7,6.1,1.3,9.7,0.6,2.2,78,0.8,16.9
-102.40081,37.49611,0.366,0.118,0.128,0.221,0.028,0.062,0.01,0.9,28.7,3.7,15,8.6,7.55,14.9,11,0.78,5,8.4,78.4,3,0.6,4.6,0.4,1.1,37,0.4,8.7
-108.73145,37.44197,0.481,0.052,0.168,0.207,0.051,0.074,0.021,1.4,50,6.5,29,16.1,9.85,24.9,24,0.65,7,12.7,79.1,6.1,1.3,7.6,0.5,1.7,44,0.7,15.4
-108.60519,37.4425,0.456,0.097,0.153,0.332,0.05,0.064,0.016,1,49.8,5.8,22,13.8,8.68,24,21,0.68,5.2,11.3,40,5,0.9,7.7,0.5,1.7,38,0.3,12.2
-108.25256,37.41757,0.41,0.071,0.178,0.157,0.04,0.065,0.019,1.1,62.6,8.2,29,16.2,9.64,30.4,23,1.14,8.1,14.8,74.6,6,1.3,8.5,0.5,2.1,55,0.8,16
-107.85744,37.45445,0.539,0.081,0.228,0.174,0.068,0.092,0.014,1.8,56.2,8.9,34,23.7,12.3,26.6,31,0.76,6.6,16.7,80.4,7,1.3,7.5,0.5,2.2,54,0.4,12.8
-107.67113,37.42333,0.609,0.079,0.313,0.245,0.08,0.102,0.028,2.2,65.6,10.9,37,23.2,13.8,31.5,42,1.79,10.2,18.2,93.9,10.1,1.8,9.2,0.5,3.1,61,1.1,21.4
-106.69798,37.50169,0.683,0.188,0.275,0.244,0.06,0.161,0.035,2.7,71.5,11.1,21,34.9,15.4,36.9,23,1.79,14.3,12.7,102,8.6,1.7,10.1,0.6,2.9,71,1.2,26.3
-106.16172,37.4878,0.769,0.242,0.372,0.263,0.083,0.198,0.044,2.1,77.2,13.2,24,23.2,17,38.4,20,1.32,12.8,11.7,83.8,10.6,1.8,9.2,0.5,3.2,94,1.2,23.5
-106.13078,37.50224,0.632,0.328,0.332,0.221,0.085,0.167,0.033,1.6,63.1,10.5,22,26.5,14.6,33.7,16,0.98,10.5,12.5,73.8,8,1.5,8.2,0.3,2.9,89,0.7,18
-105.85577,37.48792,0.643,0.294,0.251,0.264,0.075,0.405,0.027,1.9,58.6,8.1,14,14.8,14.8,32.2,17,3.92,11.4,7.4,80.6,7.3,1.5,9.1,0.4,3.4,101,0.8,17.4
-105.60231,37.48219,0.695,0.177,0.29,0.269,0.043,0.221,0.027,1.4,54.6,7.6,15,14.8,14.4,31.3,11,1.35,9.5,8.8,74.9,5.9,1.3,7.4,0.3,1.9,79,0.7,14.1
-105.21992,37.60931,0.682,0.131,0.319,0.224,0.09,0.161,0.032,2.3,84.9,12.8,44,32,16.5,41.3,33,1.24,13.5,20.2,87.9,11.7,1.7,10.1,0.5,4,84,1.1,25.3
-104.79989,37.50237,0.658,0.077,0.225,0.296,0.038,0.169,0.025,1.9,47.9,8.3,35,18.2,13.2,24.1,16,0.81,10.4,15.3,71.2,6.7,1,5.6,0.4,1.7,67,0.5,15.5
-104.43429,37.49087,0.531,0.718,0.227,0.217,0.056,0.109,0.021,1.1,66.6,8.1,33,17.2,11.7,32.7,20,2.59,9.3,19,71.4,6.7,1.3,9.4,0.5,2.3,73,0.7,17.1
-103.82691,37.634,0.462,1.49,0.221,0.161,0.054,0.063,0.02,1.4,62.9,8.7,29,19.1,10.3,30.2,20,8.9,9.4,25.3,66.7,6.5,1.3,10.9,0.8,4.6,93,0.7,18.4
-103.54499,37.47869,0.456,0.242,0.185,0.153,0.056,0.067,0.021,1.5,60.4,6.4,27,13.5,10.2,31.7,19,1.14,8.8,13.1,65.6,6.3,1.3,9.8,0.4,2.2,60,0.8,17.3
-102.96574,37.45717,0.239,2.18,0.112,0.092,0.037,0.036,0.011,0.7,35.8,4.9,20,14,5.34,19.5,11,5.48,5.4,18.8,35.6,3.4,0.7,5.8,0.5,3.1,61,0.4,10.8
-108.94566,37.33204,0.386,0.119,0.144,0.174,0.049,0.07,0.015,0.7,39.7,4.6,17,10.8,7.98,19.3,17,0.62,4.9,8,59.9,4.4,0.8,5.3,0.4,1.2,36,0.4,9.5
-108.31306,37.41516,0.404,0.063,0.169,0.125,0.039,0.056,0.016,1.3,49.8,5.6,24,11.5,8.59,23.4,22,0.88,6.7,11.5,51.6,4.7,1.2,8,0.3,1.8,44,0.7,12.9
-107.5579,37.42702,0.495,0.11,0.178,0.185,0.044,0.106,0.013,1.4,48.6,5.9,16,8.4,10.4,23.8,20,0.29,5.5,8.6,71.9,6.3,1,7,0.4,1.6,31,0.4,12.7
-107.32188,37.48402,0.386,0.031,0.129,0.162,0.027,0.024,0.015,1,43.9,6.5,14,13.7,7.6,22.1,36,0.71,5.8,9.3,77,3.8,0.9,6.1,0.4,2.9,35,0.5,9
-106.8866,37.44156,0.696,0.203,0.348,0.215,0.083,0.158,0.037,1.7,72.3,13.3,39,23.2,17.7,34.6,21,1.65,7.2,26.6,79.7,10.6,1.7,7.6,0.3,2.3,92,0.8,20.1
-106.09764,37.44468,0.718,0.26,0.4,0.264,0.075,0.191,0.041,2,75.9,12.9,25,23.9,17.2,40.4,19,1.2,11.2,13.5,82,9.6,1.5,8.7,0.5,2.3,101,1.1,18.5
-104.89867,37.46477,0.615,0.076,0.217,0.254,0.039,0.15,0.022,1.6,69,6.6,27,16,13.4,35.1,18,0.98,13.4,11.8,79.9,6,1.2,8.9,0.4,2.1,58,0.6,16.5
-104.5351,37.42579,0.47,0.449,0.194,0.212,0.038,0.096,0.016,1.4,45.7,7,26,17.5,10.4,24,14,4.44,6.6,20.5,73.3,6.6,1,6.7,0.5,2.5,87,0.4,17.2
-104.31841,37.42403,0.673,0.246,0.286,0.242,0.083,0.101,0.027,2.2,72.5,10.2,38,21,14.9,35.8,27,2.13,12.2,22,92.6,9.8,1.7,10.7,0.7,2.5,96,0.9,23.8
-104.13214,37.38103,0.518,1.25,0.24,0.18,0.072,0.077,0.022,1.7,54.1,9.4,34,24.3,10.9,27.9,24,2.27,8.6,25.2,73.9,7.3,1.4,8.8,0.5,2.5,88,0.7,18.5
-103.53085,37.42404,0.614,0.169,0.25,0.208,0.078,0.09,0.027,2.1,74.4,8.4,36,19,14.1,38.9,26,1.43,11.9,17.3,91.3,8.6,1.8,12.4,0.6,2.8,74,1.1,22.5
-102.81976,37.41344,0.581,0.24,0.259,0.223,0.076,0.08,0.024,1.8,74.5,10.1,38,21,13.8,39.8,26,1.5,12.3,23,81.2,7.3,1.7,13.2,0.6,2.6,79,1,19.6
-102.65729,37.41214,0.534,0.299,0.217,0.232,0.069,0.077,0.022,1.4,78.3,8,33,16.6,12.8,38.1,23,1.2,9.8,16.4,87.5,6.6,1.6,12.7,0.6,2.3,70,0.8,17.1
-102.17487,37.38377,0.284,0.046,0.07,0.262,0.011,0.047,0.008,0.6,21.9,1.7,7,4.6,5.88,12,5,0.3,3.3,3.7,75.7,1.8,0.3,3,0.4,0.7,19,0.3,6.6
-108.20197,37.34698,0.488,0.053,0.21,0.217,0.046,0.081,0.024,1.6,58.1,9.2,36,50.6,11.1,28.8,30,1.89,9.9,19.2,87.9,6.4,2.3,8.5,0.6,2.3,71,1.1,17.1
-107.14913,37.38803,0.541,1.41,0.265,0.162,0.066,0.087,0.022,1.5,52.1,10.5,38,23.7,11.4,27.7,25,13.7,7.7,39.8,67.2,8.8,1.3,7.4,1.3,5.1,203,0.7,21.5
-106.64478,37.40479,0.739,0.087,0.331,0.164,0.076,0.101,0.032,1.9,51.8,10.1,24,22.9,17.3,26.8,24,1,11.1,11.8,76.4,8.9,1.5,9.7,0.5,2.8,82,1.1,12.6
-106.55194,37.39501,0.542,0.085,0.319,0.175,0.06,0.08,0.022,1.4,50.9,7.3,18,20,14,26.9,16,1.58,8.2,8.3,75,8.5,1.3,7.7,0.7,1.9,85,0.9,10.3
-106.21879,37.3876,0.787,0.356,0.469,0.234,0.108,0.194,0.042,1.8,70.6,19.2,22,30.6,17.9,34,20,1.3,10.2,15.8,68.5,11.3,1.4,8.4,0.4,1.9,129,0.9,18.7
-105.87434,37.40277,0.677,0.143,0.348,0.232,0.06,0.159,0.029,1.4,52.5,9.5,21,21.1,12.8,28.2,13,1.38,5,9.7,69,6.8,1.3,6.9,0.5,2.1,89,0.9,12.8
-104.63798,37.3993,0.86,0.126,0.334,0.143,0.081,0.085,0.032,2.5,73.9,12.1,54,33.5,19.6,38.1,38,1.4,12.6,26.3,107,13.1,2.7,11.7,0.7,3.3,130,1.3,16.6
-103.51704,37.38003,0.713,0.104,0.294,0.221,0.082,0.073,0.025,1.9,81.6,10.8,49,22.8,15.2,42.6,28,1.7,12.2,22.2,102,9.3,1.8,13.7,0.7,2.7,86,1,21.5
-103.32968,37.38145,0.425,0.122,0.173,0.146,0.042,0.06,0.018,1.2,60.9,6.7,29,14.3,9.69,30,19,1.14,9,13.2,63.8,5.2,1.1,9,0.4,1.7,56,0.6,14.4
-102.95912,37.38195,0.516,0.064,0.202,0.252,0.046,0.075,0.021,1.5,61.2,7.5,28,12.9,11.6,30.4,18,1.2,10.1,14.2,97.1,6.3,1.2,9.4,0.5,2.1,62,0.9,17.6
-108.57389,37.31434,0.569,0.287,0.233,0.163,0.099,0.045,0.017,1.3,53.8,6.7,36,15.9,11.1,27.4,27,2.72,7.9,16.8,76.5,6.9,1.5,11.6,0.6,2.7,63,0.7,12.7
-108.37564,37.3224,0.746,0.489,0.327,0.2,0.084,0.05,0.025,1.5,76.7,11.3,55,29.6,16.1,35.2,55,8.61,10.7,40.8,93.3,9.3,2.3,14,1.4,3.1,118,1,16
-107.85126,37.326,0.443,0.219,0.159,0.197,0.054,0.066,0.014,1.3,42.8,5.2,15,22.9,9.15,22.4,22,0.6,5.4,10.3,77.3,4.8,1.2,6.2,0.5,1.5,36,0.6,10.3
-107.12234,37.33059,0.613,0.214,0.359,0.204,0.06,0.055,0.024,1.6,85.3,15,42,36.5,13.7,44.4,43,2.06,9.8,33,95.1,9.6,1.9,11.4,0.8,2.9,90,1,27.3
-106.84734,37.3876,0.858,0.344,0.509,0.174,0.119,0.2,0.045,1.5,56.7,15.9,14,19.9,18.7,27.5,18,0.99,9.2,8.5,47.9,12.5,2,4.5,0.2,1.2,131,0.5,20.2
-105.98376,37.34158,0.665,0.137,0.414,0.249,0.069,0.157,0.038,1.5,58.5,10.6,24,27.9,15.5,30.8,13,2.2,8.5,18.4,79.8,9.1,1.5,7.8,0.7,2.4,121,0.8,13.2
-105.12215,37.3499,0.615,0.093,0.249,0.284,0.052,0.234,0.029,1.8,39.4,6.5,32,16.7,12.8,18.3,19,0.55,11.5,12.1,80.2,6.1,1.3,5.3,0.4,2.2,68,0.6,15.1
-104.5854,37.33891,0.55,0.158,0.272,0.185,0.039,0.095,0.019,1.6,51.7,8.9,26,19.6,12.4,26.2,17,1.71,8.6,15.4,66.3,6.1,1.4,7,0.4,2.3,57,0.6,12.2
-102.8509,37.31358,0.598,0.136,0.248,0.249,0.073,0.083,0.026,2,72.5,9.7,41,19.9,13.5,35.7,24,1.3,11,21.2,93.4,8.3,1.6,11.2,0.6,2.3,76,0.9,21.5
-102.44119,37.29481,0.325,0.144,0.077,0.29,0.016,0.073,0.012,0.7,17.1,1.9,14,4.7,6.32,10.1,8,0.34,5,5.4,75.9,1.8,0.4,2.5,0.4,1,26,0.3,6.7
-108.85101,37.33416,0.365,0.298,0.133,0.214,0.06,0.027,0.012,0.9,32.1,4.7,11,12.7,7.53,17.1,29,0.5,4.9,9.4,77.2,4.2,1.1,5,0.4,1.2,35,0.5,9.3
-108.07238,37.26084,0.425,0.117,0.168,0.133,0.057,0.06,0.012,1.2,45.9,5.8,32,23.7,9.4,24.1,19,1.15,5.8,11.9,61,5.3,1.1,6.7,0.4,1.7,49,0.7,12.1
-107.79194,37.27916,0.825,0.24,0.474,0.157,0.062,0.169,0.045,1.8,78.8,13.3,11,17.2,22.5,42.5,13,0.53,14.1,6.1,44.1,11.1,1.2,6.5,0.2,2.1,139,0.6,21.1
-107.34072,37.2759,0.565,0.058,0.283,0.186,0.082,0.046,0.025,1.7,48.7,10.8,46,28,13.2,21.9,36,0.37,8,24.3,78.7,10,1.5,8.5,0.5,1.7,55,0.9,11.7
