"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-103.7432,39.91502,0.515,0.127,0.202,0.213,0.063,0.081,0.019,1.6,68.5,6.4,33,14.4,12.2,37.1,20,1.14,10.2,14.5,92.2,5.8,1.7,12.9,0.6,2.6,56,0.8,16.7
-102.82896,39.8883,0.396,0.05,0.046,0.258,0.011,0.101,0.006,1,27,1.4,8,2.9,8.22,15.2,6,0.16,4.1,3.5,92.7,1.5,0.6,4.5,0.5,0.8,12,0.3,6
-102.18512,39.90984,0.601,0.207,0.213,0.231,0.073,0.108,0.025,1.9,78.8,7.4,30,12.9,13.2,40.8,25,0.8,11.5,13.8,90.8,7.7,1.6,13.3,0.6,2.5,63,0.8,20.8
-108.72814,39.8563,0.53,0.189,0.237,0.184,0.087,0.041,0.017,1.8,69,8.5,50,18.8,14.4,36.7,35,1.22,8.3,20.1,101,9.2,1.8,10.5,0.7,2.5,86,1.4,17.9
-108.29606,39.86681,0.726,0.35,0.214,0.216,0.07,0.344,0.024,2.3,58.5,8.7,54,17,16.7,32.9,24,1.66,13.3,21,98.8,6.8,1.9,13.5,0.6,2.9,62,0.9,15.5
-107.71429,39.94893,0.407,0.146,0.146,0.188,0.045,0.087,0.015,1.4,53.1,5.4,34,16.3,8.46,26.1,21,0.33,5,13.8,66.6,5.7,1.1,8,0.4,2,34,0.6,13.1
-105.77463,39.90322,0.571,0.097,0.293,0.153,0.067,0.075,0.028,1.8,124,11.2,57,18.4,13.5,62.3,25,1.16,11.6,22.5,85.1,10.9,17.2,25,0.5,2.8,64,0.9,21.1
-105.36822,39.921,0.805,0.086,0.178,0.334,0.03,0.205,0.016,3,186,5,18,12.2,18.8,102,25,0.87,11.6,10.1,177,5.3,2.5,52.1,1.1,10.2,34,2.4,22.1
-105.12868,39.90679,0.635,0.284,0.228,0.159,0.064,0.033,0.027,2,89.2,8.9,50,21,15.6,44.1,35,1.07,8,19.6,88.8,10.1,1.9,14.7,0.7,2.4,110,0.9,20.7
-104.94498,39.89889,0.551,0.137,0.256,0.217,0.069,0.071,0.024,1.7,83.9,8.6,43,37.7,13.8,41.5,30,1.31,10.4,20.2,96.3,8.3,1.7,14.6,0.6,2.7,81,1.3,20
-104.80877,39.9,0.427,0.05,0.109,0.272,0.014,0.103,0.01,1.4,53,2.6,12,6.8,9.81,28.4,7,0.44,14.8,5,103,2.5,1,10.3,0.5,1.8,26,0.6,11.4
-104.37637,39.89762,0.517,0.04,0.15,0.288,0.031,0.093,0.019,1.5,110,6.5,28,11,13.1,50.5,14,1.13,10.5,13.9,125,5.7,1.3,18.8,0.7,3.8,43,0.8,20.1
-103.51723,39.88541,0.601,0.069,0.188,0.239,0.054,0.089,0.018,1.7,73.6,6.7,32,11.5,12.6,38.1,20,0.73,9.9,13.1,103,6.3,1.4,12.8,0.7,2.6,53,0.7,17.3
-103.12508,39.88732,0.467,0.049,0.102,0.27,0.024,0.097,0.012,1.4,55.2,3.8,28,7.3,11.1,30,12,0.86,5.4,14.2,114,3.7,1,8.6,0.6,1.8,30,0.5,12.3
-102.93514,39.88808,0.332,0.045,0.052,0.271,0.011,0.108,0.008,1,45.6,1.5,8,3.5,8.27,25.2,6,0.21,5.8,2.9,97.4,1.6,0.4,8,0.5,1.3,15,0.3,8.7
-102.50013,39.86086,0.372,0.037,0.035,0.251,0.008,0.098,0.005,1,26.8,1.1,11,2.5,8.18,15.4,4,0.4,3.2,6.8,104,1.2,0.4,4.4,0.5,0.8,9,0.2,5.7
-108.78147,39.8293,0.421,0.121,0.172,0.147,0.073,0.044,0.011,1.3,47.8,5.3,28,12.4,8.56,25.3,27,0.67,4.7,13.3,69.6,5.1,1.1,7.6,0.5,2,47,0.6,11.2
-108.67243,39.81963,0.435,0.725,0.346,0.131,0.13,0.039,0.014,1.2,44.8,6.7,42,16.4,8.52,24,19,2.12,5.2,15.3,60.3,5.7,1,7.2,0.4,1.8,62,0.7,13.9
-107.95591,39.83268,0.44,0.013,0.05,0.291,0.008,0.012,0.01,0.8,62.7,2.4,8,5.5,9.83,32.9,8,0.23,4.5,3.3,106,3.4,0.6,7.4,0.6,1.3,26,0.4,10.4
-107.30477,39.77321,0.338,0.086,0.175,0.275,0.038,0.017,0.012,1.3,52.2,5.2,22,11.9,7.64,24.2,17,2.57,5.4,10.7,70.2,5.7,1,7,0.7,2.7,36,0.9,19.5
-107.01479,39.74162,0.361,1.08,0.202,0.19,0.233,0.063,0.013,0.9,53.4,7.9,37,17.2,8.03,27.3,33,2.56,4.6,22.7,61.9,5.4,1.1,9,0.3,3.5,49,0.4,12.7
-106.89182,39.87659,0.51,0.175,0.23,0.182,0.057,0.091,0.022,1.6,95.8,7.3,38,12.6,11.7,48.9,24,1.59,10.5,14.9,80.3,7.1,1.6,17,0.5,3.2,61,0.9,18.5
-106.02396,39.85157,0.569,0.124,0.341,0.182,0.087,0.096,0.025,1.3,73.6,11.9,44,14.1,15.1,34.3,22,1.6,7,30.5,91.6,13,1.6,13,0.5,2.4,80,0.7,15.6
-105.36779,38.8823,0.633,0.073,0.152,0.296,0.026,0.179,0.013,2.3,103,4.7,16,10.6,17.1,54.4,17,0.88,8.8,7.3,155,5.4,2.1,27,0.9,6,29,1.1,13.4
-104.09419,39.84122,0.492,0.071,0.2,0.27,0.047,0.076,0.022,1.8,79.3,8.5,30,15.2,12.6,38,21,1.06,10.4,14.2,104,6.8,1.4,12.6,0.7,2.7,58,0.9,19.9
-103.87235,39.86986,0.569,0.179,0.215,0.246,0.071,0.086,0.026,1.7,85.7,7.4,37,15.1,12.3,42.9,24,0.89,9.8,15.8,91.2,7.4,1.6,14,0.6,2.8,67,0.8,21.5
-103.64928,39.84248,0.539,0.067,0.224,0.243,0.06,0.079,0.021,1.6,95.3,8.9,33,14.5,13.4,46.8,24,0.96,10.2,16.2,99.6,8.3,1.6,14.8,0.7,2.8,64,1,21.3
-102.39076,39.84673,0.445,0.061,0.083,0.254,0.02,0.116,0.013,1.4,44.3,2.4,16,4.6,9.22,24.9,8,0.3,7.4,4.6,87.2,3,0.7,8,0.5,1.4,24,0.4,11.5
-107.89586,39.76646,0.563,0.071,0.233,0.21,0.059,0.063,0.02,1.8,54.5,7.7,51,20.4,11.9,28.6,35,2.33,8.1,22.3,98.2,7.7,1.6,9.4,0.6,3.2,106,1.1,16.7
-107.63225,39.79226,0.436,0.08,0.187,0.254,0.045,0.061,0.017,1.2,54.8,8,34,15.2,9.88,25.7,23,1.54,6.2,18.1,86.8,5.6,1,8.5,0.4,2.4,52,1,11.2
-107.313,39.76255,0.55,0.063,0.443,0.339,0.07,0.035,0.02,2.5,98.7,13.1,36,15.7,13.9,43.4,32,1.03,8.1,16.8,104,8.6,1.6,11.9,0.5,3.7,57,1.5,28.9
-106.99302,39.77877,0.51,0.291,0.222,0.217,0.08,0.137,0.022,1.6,78.9,6.7,41,12.5,11.2,40.4,18,1.26,9.4,16.1,81.3,6.6,1.2,13,0.5,3.1,58,0.6,16.5
-105.62181,39.78134,0.593,0.136,0.227,0.236,0.053,0.154,0.016,1.5,94.6,6.6,37,13.5,13.8,42.4,13,1.53,8.2,14.7,116,7.9,1.8,17.9,0.9,3.4,44,1.6,15.9
-105.24868,39.79895,0.606,0.077,0.254,0.237,0.064,0.065,0.023,2.5,78.8,9.5,61,21.8,13.9,38,33,0.95,15.2,23.9,108,9.6,2.1,13.5,1.2,3.2,70,2.5,16.3
-104.86678,39.79865,0.538,0.074,0.147,0.268,0.025,0.103,0.012,1.5,73.8,4.8,21,9,11,36.8,10,0.43,10.5,7.5,110,4.2,1.1,15.8,0.7,1.8,34,0.6,13
-104.6216,39.7807,0.575,0.073,0.231,0.273,0.05,0.079,0.02,1.9,97.6,8.2,42,19.7,14.9,47.2,21,0.96,12.9,19.3,122,8.8,2.1,17.8,0.8,3.4,49,1.4,20.8
-104.07681,39.78551,0.485,0.067,0.122,0.262,0.023,0.097,0.015,1.2,64.4,3.6,19,7.8,10.3,33.2,10,0.65,7.3,7.3,114,3.3,0.9,12.9,0.6,2.7,33,0.5,15
-103.12307,39.742,0.534,0.119,0.176,0.237,0.052,0.097,0.02,1.6,73.1,6.4,27,13.1,12.6,40,20,0.78,10.4,13.5,92.1,5.3,1.5,13.1,0.6,2.5,51,0.8,16.6
-102.85839,39.75705,0.453,0.047,0.062,0.231,0.015,0.096,0.007,1,32,1.9,12,3.9,8.16,19.2,7,0.2,4.8,3.5,95.8,1.8,0.5,5.4,0.6,1,16,0.2,7.4
-102.20049,39.76088,0.515,0.095,0.177,0.249,0.051,0.103,0.018,1.4,64.8,5.8,26,11.5,12.2,35.3,19,0.67,10,11,98.1,6.2,1.3,10.4,0.6,2.2,48,0.9,16.9
-108.91289,39.56295,0.588,0.123,0.178,0.17,0.058,0.058,0.019,2.6,58.5,6.8,35,88.5,12,32.7,35,1.64,10.2,17.7,69.6,6.4,12.5,12.4,0.5,4.2,61,1.5,16.9
-108.66434,39.74703,0.397,0.273,0.187,0.196,0.072,0.05,0.017,1.2,44.4,6.6,28,21.8,8.48,23.7,21,0.72,6.4,16,73.1,5.2,1,7.5,0.5,1.9,63,0.8,13.3
-106.03414,39.74895,0.687,0.093,0.394,0.239,0.097,0.101,0.031,3.4,61.2,12.7,67,23.8,19.2,30.9,55,0.98,10.9,29.6,136,14.2,1.9,9.2,0.9,2.6,92,0.5,10.6
-104.80988,39.76137,0.522,0.063,0.145,0.314,0.027,0.117,0.014,1.5,76.7,4.7,19,12.6,10.8,37.2,12,1.27,7.7,8.9,108,4.4,1.2,13.2,0.6,2.2,38,0.8,13.5
-104.50805,39.75856,0.471,0.05,0.164,0.274,0.036,0.081,0.014,1.2,80.9,5.3,25,11.9,11.2,40.2,16,0.73,7.6,11.3,107,5.4,1.2,12.9,0.6,2.3,45,0.8,15.5
-102.70753,39.72842,0.437,0.051,0.073,0.328,0.011,0.132,0.014,1.1,40.6,1.5,10,2.9,8.66,22.8,6,0.19,9.1,3,101,2.1,0.6,7.6,0.6,1.2,22,0.5,8.8
-102.63215,39.72587,0.46,0.084,0.118,0.279,0.036,0.095,0.011,1.3,45.7,4,17,9.6,10.9,26.6,16,0.43,6,8.2,108,4.2,0.7,7.5,0.6,1.7,31,0.6,13.2
-107.62445,39.66389,0.454,0.237,0.126,0.203,0.041,0.091,0.009,1.3,54.8,4.1,20,8.9,8.48,27.5,17,0.26,3.6,8.7,78.8,4.1,1.2,9.4,0.5,1.8,26,0.4,9.5
-106.94286,39.66771,0.198,1.6,0.093,0.091,0.061,0.014,0.007,0.7,23.2,4.8,22,9.2,4.87,11.5,17,2.94,2.9,11.8,34.3,3.7,0.6,3.8,0.2,1.6,27,0.5,6.7
-106.72385,39.70469,0.663,0.342,0.346,0.249,0.212,0.094,0.02,2.2,73.3,13.8,53,22.6,15.8,32.5,59,0.47,7,30.8,101,11.7,2,9.1,0.6,5.5,79,2.1,17.2
-106.59201,39.65304,0.392,1.34,0.196,0.211,0.211,0.046,0.016,1.2,49.3,9,48,16.9,9.45,24.6,53,2.14,5.5,25,67.4,7.3,1.4,7,0.5,3.6,56,0.6,15.3
-106.13104,39.7252,0.61,0.084,0.283,0.266,0.055,0.145,0.026,1.9,97.7,7.7,55,12.7,14,45.5,29,0.86,11.1,18.4,112,6.9,1.8,18.5,0.7,2.4,70,1.1,12.1
-105.69389,39.72109,0.607,0.04,0.147,0.323,0.029,0.115,0.008,1.3,110,4.5,25,17.8,13.4,52.1,13,0.89,5.8,10.9,171,4.8,2.6,29.8,1.2,3.8,24,0.7,8.8
-105.06245,39.70946,0.608,0.206,0.336,0.267,0.099,0.141,0.02,1.8,69.7,11.4,45,27.7,14.3,33.1,16,1.34,8.8,15.4,96.6,10.3,2.4,12.9,0.5,1.9,81,2,16.3
-104.24689,39.71469,0.544,0.072,0.183,0.205,0.045,0.065,0.018,1.5,69.2,7,27,12.8,11.6,36.4,18,0.98,9.3,13,90.1,6,1.4,11.5,0.6,2.6,52,0.8,16.6
-103.33021,39.71053,0.572,0.219,0.21,0.231,0.074,0.082,0.022,1.5,75.9,7.3,34,13.6,12.9,37.4,25,0.84,10.7,15.1,96.9,7.3,1.6,12.6,0.7,2.7,65,0.9,18.1
-102.99148,39.69833,0.526,0.058,0.133,0.271,0.031,0.108,0.017,1.6,62.7,4.3,21,8.8,11.1,32.9,14,0.6,8.9,8.2,101,4.6,1,10.9,0.6,2.3,38,0.6,15.3
-108.93862,39.51275,0.271,0.14,0.154,0.134,0.059,0.057,0.01,0.8,27,4.1,22,10.1,5.18,14.3,14,0.54,3.8,11.3,45.9,3.1,0.6,4.1,0.3,1.3,35,0.6,8.7
-108.79066,39.626,0.527,0.057,0.196,0.221,0.045,0.056,0.02,1.6,55.7,8.2,36,26.7,11.1,28.8,28,0.97,7.1,17.3,89,6.9,1.4,8.9,0.6,2.3,68,1.2,16.7
-108.34756,39.57351,0.551,1.04,0.256,0.22,0.283,0.074,0.024,1.6,56.4,8.2,42,23.8,12.4,28.7,81,1.85,8.7,21.3,83.4,8.6,1.6,9.9,0.5,4,97,0.9,19.2
-107.87643,39.64763,0.587,0.086,0.195,0.275,0.041,0.139,0.018,1.2,66.4,6.6,23,16.1,12.8,33.2,14,0.42,7,11.3,90.6,5.2,1.2,10.7,0.6,2,56,1,13.9
-107.54549,39.62097,0.55,0.317,0.156,0.244,0.056,0.11,0.01,2.2,57.6,5.4,26,10.7,11,28.6,22,0.17,4.7,12,98.5,5.7,1.2,9.1,0.6,2.1,30,0.5,12.1
-107.10522,39.62696,0.581,0.736,0.286,0.195,0.198,0.067,0.022,1.9,56.7,11.3,49,25.1,13.5,27.5,50,3.13,10,28.2,77.6,8.4,2.1,10.8,0.5,4.1,66,0.9,18
-106.51026,39.63407,0.529,0.383,0.269,0.239,0.157,0.069,0.019,1.8,83,11.1,58,21.6,13.8,41.4,37,1.04,7.6,27.6,103,10.1,1.7,13.1,0.6,2.9,67,1,16.2
-105.18261,39.65436,0.613,1.38,0.187,0.158,0.064,0.025,0.021,1.5,48.3,7.6,53,25.9,12.7,25.8,35,5.74,8,31,83.4,8.6,1.7,10.4,0.8,4.3,124,0.9,14.5
-104.04133,39.66753,0.57,0.25,0.245,0.226,0.078,0.071,0.021,1.6,76.7,8.3,36,20.9,13.7,40.1,30,0.94,10.6,19.4,98.9,8.8,1.8,12,0.7,2.3,71,1,20
-103.59364,39.64885,0.776,0.157,0.29,0.262,0.117,0.06,0.021,2,63.6,9.3,49,21.2,16.1,34.7,46,2.13,10.2,27.7,118,9.7,2,11.9,0.6,4.2,95,1.2,17.3
-103.50069,39.66716,0.534,0.097,0.185,0.275,0.055,0.105,0.022,1.7,70.9,7.1,28,14.1,13.2,35.5,22,0.84,10.7,13.3,106,6.6,1.3,11.7,0.6,2.5,57,0.9,20
-102.86002,39.64087,0.476,0.05,0.074,0.256,0.018,0.116,0.011,1.2,43.1,2.5,14,6.7,10.2,25,9,0.38,6.7,5,109,2.7,0.7,7.5,0.6,1.5,23,0.4,10.3
-102.38264,39.62873,0.545,0.157,0.17,0.228,0.059,0.105,0.021,1.7,60.9,5.4,28,10.3,12.3,34.2,20,0.72,9.6,11.1,93.7,6.2,1.4,12.3,0.6,2.6,51,0.8,18.3
-102.08442,39.63152,0.459,0.078,0.06,0.288,0.017,0.115,0.011,1.2,37.6,1.7,8,4.4,9.26,24.5,9,0.25,6.2,3.3,105,2,0.5,6.4,0.5,1.4,20,0.3,10.5
-108.32271,39.53686,0.654,0.819,0.285,0.236,0.21,0.056,0.022,2.1,58.1,9.2,52,32.9,14.4,31.8,70,4.7,8.5,24.6,103,9.4,1.9,10,0.7,4.9,137,1.2,18.1
-107.80502,39.60867,0.427,0.066,0.167,0.194,0.04,0.04,0.017,1.2,65.2,5.5,17,14.6,10,34.5,15,0.41,6.2,11.5,81.6,5.6,1.1,8.6,0.5,1.4,53,0.7,15
-106.81537,39.6552,0.552,0.547,0.301,0.228,0.208,0.108,0.029,1.8,72.3,13.6,56,22.1,13.1,34.9,37,2.49,10.3,32,80.1,11.1,1.7,10,0.5,3.5,86,1.1,20.2
-106.24467,39.58959,0.566,0.104,0.181,0.239,0.051,0.16,0.013,1.5,58.7,6.1,35,10,12.5,30.8,13,0.8,7,12.2,104,5.9,1.5,10.8,0.7,2.2,40,6.2,10.1
-105.71295,39.59351,0.616,0.122,0.358,0.272,0.073,0.171,0.025,2.5,93.8,11.3,46,19.7,17.2,45.4,16,2.47,8.7,19.5,117,12.2,1.8,16.1,0.8,3.7,79,2.2,18.8
-105.13161,39.62716,0.601,0.3,0.268,0.228,0.104,0.071,0.019,1.8,67.8,8.4,45,25.4,15.2,32.9,31,1.91,8,18.9,98.5,8.5,2.1,13.2,0.7,2.8,91,1.1,15.2
-103.834,39.6247,0.467,0.263,0.211,0.189,0.059,0.055,0.017,1.2,56.2,6.7,26,9,9.96,29,25,0.97,7.6,13.2,81.3,5.8,1.2,9.1,0.5,3.1,62,0.8,14.6
-103.59512,39.59494,0.665,0.08,0.238,0.252,0.075,0.083,0.028,1.9,75.9,8.8,43,21.9,15,39.3,29,1.06,10.4,19.4,107,8.9,1.8,15.2,0.7,3.3,80,0.9,22
-102.62984,39.582,0.394,0.042,0.066,0.25,0.013,0.095,0.01,1.1,34.7,1.7,10,3.4,8.41,21.3,6,0.28,6.7,3.4,101,1.8,0.6,6.3,0.4,1.3,19,0.4,8.8
-102.25349,39.60104,0.478,0.066,0.104,0.273,0.022,0.116,0.014,1.2,61.1,3.1,13,6.6,10,36.5,10,0.51,8.1,6.1,97.4,2.8,0.8,10.7,0.6,2.1,28,0.5,11.9
-108.39845,39.50606,0.619,0.918,0.25,0.192,0.202,0.066,0.023,1.9,57.5,8.3,44,22.5,14,30,56,4.89,7.4,20.8,89,9.2,1.6,10.7,0.6,4.1,97,0.8,17.4
-108.12112,39.53453,0.636,0.454,0.302,0.234,0.158,0.077,0.021,1.9,69,9.5,50,22.8,16,34.6,58,2.8,8.5,23.8,109,10.5,1.9,10.5,0.8,3.3,112,1.1,17.3
-107.6588,39.54504,0.572,0.287,0.255,0.207,0.092,0.096,0.023,1.3,70.6,7.8,34,28.4,12,36.8,24,1.7,8.5,17.1,84.3,7.5,2.7,10.5,0.5,2.9,68,1.1,15
-107.00592,39.58824,0.597,0.547,0.277,0.295,0.227,0.093,0.024,2,73.2,9.4,46,17.8,13.7,36.4,44,1.84,7.3,21.9,101,9.7,2,9.7,0.5,3.8,60,0.9,20.8
-106.60994,39.60706,0.626,0.117,0.353,0.227,0.11,0.102,0.027,1.6,77.8,14.3,63,27.4,15.3,35.6,31,1.54,10.7,31.2,93.5,10.4,1.8,11,0.6,2.4,85,0.8,15.6
-106.39733,39.55637,0.799,0.041,0.29,0.346,0.073,0.051,0.026,3.2,57.9,8.4,73,11.9,18.5,28,37,0.37,10.4,22.9,150,12,3.1,15.9,0.7,3.4,70,2.8,10.5
-106.03363,39.59675,0.518,0.066,0.235,0.216,0.049,0.114,0.021,1.8,83.5,8.4,48,9.3,13.6,42.1,21,1.11,10.5,16.8,107,7.8,1.5,15.8,0.7,2.4,60,1.4,12.1
-105.87087,39.59216,0.532,0.154,0.244,0.172,0.059,0.076,0.02,1.3,63.7,8.3,32,26.9,12.9,34.7,23,5.16,9,13.1,118,7.3,2.2,12.8,1,3.2,53,1.3,13
-105.36353,39.58222,0.717,0.105,0.316,0.298,0.087,0.138,0.028,3.8,182,11,58,25.8,20.8,90.7,38,1.31,16.2,33.4,175,11,4,39.4,1,6.6,64,2.1,31.2
-105.02617,39.56868,0.749,0.133,0.279,0.219,0.058,0.025,0.023,2.1,75.3,9.7,35,18.6,13.9,39.3,26,1.65,14.2,20.5,98.1,8.7,1.7,13.6,0.8,4.5,84,1.1,18.2
-104.58139,39.56552,0.495,0.076,0.182,0.276,0.069,0.133,0.016,1.6,79.4,5,24,20.1,13.4,38.1,21,0.73,8.7,13.9,96.2,5.8,1.6,12.7,0.5,2.7,36,1.1,16
-104.32462,39.57388,0.514,0.052,0.19,0.281,0.043,0.079,0.02,1.7,79.5,7,31,17.1,13.2,38.5,22,1.01,10.7,13.9,112,7,1.5,12.9,0.7,3,59,1,19.4
-103.37821,39.55009,0.498,0.085,0.171,0.269,0.046,0.086,0.018,1.4,69.5,5.6,25,11.7,11.7,36,19,0.78,9,10.8,102,5.9,1.3,13,0.6,2.1,48,0.8,16.7
-103.32094,39.55067,0.513,0.073,0.186,0.223,0.049,0.082,0.022,1.7,78.4,7.7,32,13.9,12.9,40.8,19,0.81,11.3,13.5,97.5,7.1,1.5,13.4,0.6,2.8,59,1.1,18.4
-103.0052,39.5483,0.54,0.076,0.207,0.268,0.059,0.083,0.019,1.7,73.2,7.5,27,14.7,13.5,37.9,23,0.83,9.7,14.4,108,7.3,1.4,10.5,0.7,2.1,57,0.9,18.7
-108.96465,39.46974,0.405,0.156,0.13,0.148,0.063,0.073,0.01,1.1,40.6,5.1,22,14.9,7.93,21.8,15,0.75,4.7,11.3,67.3,4.1,0.9,6.9,0.5,1.9,40,0.5,9.7
-108.74916,39.49067,0.417,0.169,0.164,0.168,0.07,0.06,0.012,1.3,44,6.3,30,16.3,9.62,23.6,21,0.71,4.1,13.9,76.9,5.6,0.9,7.4,0.5,1.7,58,0.5,10.6
-107.41625,39.53701,0.5,0.084,0.195,0.172,0.046,0.107,0.014,1.6,49,6,31,11.4,11.8,25.3,27,0.74,6.3,13,72,5.7,1.1,7.6,0.4,1.7,58,0.7,12.6
-107.2866,39.51284,0.595,0.441,0.236,0.262,0.082,0.142,0.02,2,71.1,7.4,38,13.8,12.9,36.1,28,0.49,7.2,17.2,93.1,8.1,1.7,10.6,0.5,2.5,59,0.9,19.3
-105.71249,39.51325,0.674,0.087,0.235,0.289,0.048,0.177,0.022,2.2,97,8.2,46,15.9,15.2,46.9,25,1.08,9.9,17.5,133,8.3,2.9,16.6,0.7,5.1,49,0.9,13.5
-104.85791,39.53616,0.691,0.263,0.405,0.257,0.076,0.065,0.037,2,97.4,13.1,38,29.9,17.9,47.7,36,0.92,16.1,18.7,108,11.5,1.9,15,0.7,3.1,115,1.3,24.2
-103.92862,39.46222,0.48,0.052,0.126,0.35,0.025,0.083,0.014,1.9,51.4,4.5,17,11.2,10.3,26.2,12,0.94,7.7,11.4,121,3.5,0.9,8.4,0.7,2.3,34,0.7,14.1
-103.62148,39.50524,0.547,0.335,0.231,0.217,0.079,0.075,0.021,1.9,71.4,8.7,32,18.1,13.6,38.4,27,0.95,12.5,18.4,99.8,7,1.9,14,0.6,3,69,1.1,18.3
-102.83461,39.49043,0.488,0.089,0.161,0.213,0.049,0.085,0.019,1.4,69.7,5.3,34,11.3,11.2,34.2,17,0.96,8.1,14.2,86.7,5.9,1.2,12.4,0.5,2.4,45,0.7,16.1
-108.41766,39.42029,0.617,0.494,0.262,0.183,0.153,0.063,0.018,1.6,64.9,9.1,38,24.1,13.1,33.5,43,2.92,7.2,19.6,89.5,8.5,1.5,10.6,0.6,4.1,85,0.7,15.9
-108.05872,39.45597,0.592,0.349,0.286,0.2,0.112,0.083,0.022,1.8,59,8.7,49,22.9,13.8,30.3,42,2.14,8.1,23.6,89,8.8,1.5,9.4,0.6,2.9,109,0.9,17.1
-107.72977,39.45301,0.48,0.257,0.188,0.221,0.099,0.101,0.019,1.6,64,7.3,36,17.4,11.5,33.2,35,1.31,8.1,16.4,87.5,7.1,1.2,10.4,0.5,2.4,54,0.9,14.4
-107.68922,39.43225,0.463,0.423,0.205,0.224,0.141,0.096,0.018,1.5,54,7.8,46,21,11.6,27.8,52,1.58,7.7,21.3,84,7.2,1.3,9,0.5,2.5,73,0.7,15.5
-107.14987,39.45082,0.551,0.595,0.344,0.18,0.122,0.098,0.034,1.4,76.7,14.6,66,24,12.9,37.4,30,0.87,6.2,42.9,66.7,10.6,1.3,11.3,0.4,1.9,93,0.6,21
-106.93933,39.39886,0.57,0.066,0.228,0.241,0.089,0.12,0.017,1.8,49.4,7.7,37,17.1,12.3,23.6,28,0.52,5.8,17.9,88.7,7.8,1.6,8.1,0.4,2.1,54,0.7,14.4
-104.75476,39.47844,0.735,0.074,0.27,0.331,0.055,0.091,0.024,2.9,95.9,7.5,36,18.6,17.5,48.8,21,0.81,14.9,14.4,146,9.7,3,17.5,0.9,4.1,54,1.6,23.1
-104.20736,39.46192,0.556,0.056,0.167,0.163,0.036,0.071,0.013,1.7,66.6,5.9,24,12.6,12.3,33.6,15,1.16,9.8,11.4,78.1,5.3,1.5,12,0.7,3,39,0.8,13.3
-103.99611,39.44719,0.479,0.134,0.211,0.188,0.042,0.058,0.019,1.5,73.5,7,24,14,11.4,38.7,19,1.04,9.4,14.3,85.8,5.5,1.5,13.4,0.6,2.8,59,0.8,16.9
-103.2664,39.44527,0.512,0.058,0.139,0.284,0.046,0.072,0.014,1.5,70.1,4.6,28,10.8,12.4,36.9,18,0.65,12,12,114,4.2,1.1,12.1,0.6,1.7,46,0.8,15.2
-102.2588,39.43184,0.5,0.07,0.156,0.194,0.042,0.083,0.018,1.2,60.5,5.3,33,9,10.2,31.7,15,0.55,9.4,9.8,79.1,5.2,1.1,10.4,0.5,2.3,43,0.7,14.2
-102.15369,39.41758,0.53,0.192,0.171,0.292,0.057,0.116,0.026,1.5,57.6,5.3,27,12.5,11.8,30.7,20,0.57,11.4,11.1,94.9,5.6,1.2,10,0.6,2.1,57,0.8,16.4
-108.98273,39.37524,0.419,0.153,0.202,0.156,0.097,0.044,0.012,1.3,41.5,6.3,58,15,9.32,22.5,29,1.57,5.6,24.2,74,6.4,1.1,8.1,0.5,2.3,64,0.7,13.2
-108.33926,39.37917,0.625,0.416,0.249,0.193,0.141,0.069,0.018,1.8,62.1,8.8,40,23.4,13.3,31.9,42,2.9,8.1,18.7,91.3,8.3,1.5,10.2,0.6,3.4,74,0.8,15.7
-106.43499,39.40631,0.628,0.075,0.322,0.201,0.076,0.092,0.027,1.3,68.2,10.8,59,22.6,15.4,32,33,0.76,9.9,23.5,118,8.7,8.6,10,0.6,2.1,76,1,10.6
-106.39523,39.44636,0.593,0.083,0.384,0.181,0.069,0.111,0.025,1.5,72.6,10.3,85,20.3,14.2,38,26,0.72,8.8,29.9,90,8.5,2,11.9,0.6,2.5,79,0.7,10.9
-106.04404,39.42821,0.69,0.077,0.266,0.184,0.079,0.083,0.026,2.4,68.9,9.2,59,16.4,16.5,34.2,31,2.82,10.4,22.3,150,9.3,2.3,12.3,0.9,3.2,69,1.9,9.7
-105.87649,39.41625,0.613,0.149,0.371,0.189,0.098,0.173,0.024,2.3,36.4,16.1,41,19.6,17.8,19.2,27,1.21,7.8,19.7,103,14.9,2.4,11.4,0.6,3.9,71,5,16.5
-105.42853,39.45277,0.57,0.053,0.228,0.318,0.027,0.159,0.017,2.9,186,4.6,24,8.3,21.9,95.7,13,2.18,40.1,11.7,123,5.3,2.9,19.4,0.6,2.9,26,2.6,42.8
-105.19543,39.41911,0.873,0.064,0.32,0.303,0.038,0.184,0.017,4.3,302,4.8,24,12.7,24,133,23,3.03,47.9,10.6,123,8,5,33.3,0.8,3.3,29,2,40
-104.97894,39.42358,0.492,0.025,0.085,0.434,0.014,0.036,0.014,1.6,96.3,2.8,11,8,12.5,49,13,0.65,19.2,3.9,177,3.7,1.7,17,1,2.8,18,1.1,20.5
-104.44377,39.41909,0.496,0.049,0.149,0.291,0.028,0.07,0.014,1.6,77.1,5.4,23,11.8,12.4,40.7,13,0.81,8.7,9.6,122,5.1,1.7,14.5,0.8,2.9,32,1,13.4
